id,title,description,difficulty_level,examples,constraints,test_cases
575,Word Break Backtracking,"Given a string `s` and a dictionary of words `wordDict`, determine if `s` can be segmented into a space-separated sequence of one or more dictionary words. Return 1 if it can, and 0 otherwise.",Medium,"[{""input"": {""s"": ""leetcode"", ""wordDict"": [""leet"", ""code""]}, ""output"": 1}, {""input"": {""s"": ""catsandog"", ""wordDict"": [""cats"", ""dog"", ""sand"", ""and"", ""cat""]}, ""output"": 0}]","[""All the strings of wordDict are unique."", ""wordDict[i] consists of only lowercase English letters."", ""s consists of only lowercase English letters."", ""1 \u2264 wordDict[i].length \u2264 20"", ""1 \u2264 wordDict.length \u2264 300"", ""1 \u2264 s.length \u2264 100""]","[{""input"": {""s"": ""leetcode"", ""wordDict"": [""leet"", ""code""]}, ""expected_output"": 1}, {""input"": {""s"": ""catsandog"", ""wordDict"": [""cats"", ""dog"", ""sand"", ""and"", ""cat""]}, ""expected_output"": 0}, {""input"": {""s"": ""applepenapple"", ""wordDict"": [""apple"", ""pen""]}, ""expected_output"": 1}, {""input"": {""s"": ""catsandcats"", ""wordDict"": [""cats"", ""dog"", ""sand"", ""and"", ""cat""]}, ""expected_output"": 1}, {""input"": {""s"": ""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa"", ""wordDict"": [""a"", ""aa"", ""aaa"", ""aaaa"", ""aaaaa"", ""aaaaaa"", ""aaaaaaa"", ""aaaaaaaa"", ""aaaaaaaaa"", ""aaaaaaaaaa""]}, ""expected_output"": 0}]"
576,Cycle Length in Linked List,"Given the head of a singly linked list, determine if the linked list has a cycle. If a cycle is present, return the length of the cycle. If there is no cycle, return 0.

Represent the linked list as an array where the index represents the node position and the value represents the node's value. An additional parameter 'cycle_pos' indicates the index at which the cycle begins (0-indexed). If cycle_pos is -1, there is no cycle.",Hard,"[{""input"": {""head"": [1, 2, 3, 4, 5], ""cycle_pos"": 2}, ""output"": 3}, {""input"": {""head"": [1, 2], ""cycle_pos"": -1}, ""output"": 0}]","[""-10^5 <= Node.val <= 10^5"", ""0 <= number of nodes <= 10^4""]","[{""input"": {""head"": [3, 2, 0, -4], ""cycle_pos"": 1}, ""expected_output"": 3}, {""input"": {""head"": [1, 2], ""cycle_pos"": 0}, ""expected_output"": 2}, {""input"": {""head"": [1], ""cycle_pos"": -1}, ""expected_output"": 0}, {""input"": {""head"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], ""cycle_pos"": 4}, ""expected_output"": 6}, {""input"": {""head"": [], ""cycle_pos"": -1}, ""expected_output"": 0}]"
577,Check for Duplicates in Sorted Array,"Given a sorted array of integers, return 1 if there are duplicate numbers in the array, otherwise return 0.",Easy,"[{""input"": {""nums"": [1, 2, 3, 4, 5]}, ""output"": 0}, {""input"": {""nums"": [1, 2, 2, 3, 4]}, ""output"": 1}]","[""The input array is sorted in non-decreasing order."", ""-10^9 \u2264 nums[i] \u2264 10^9"", ""1 \u2264 nums.length \u2264 10^5""]","[{""input"": {""nums"": [1, 2, 3, 4, 5]}, ""expected_output"": 0}, {""input"": {""nums"": [1, 2, 2, 3, 4]}, ""expected_output"": 1}, {""input"": {""nums"": [1, 1, 1, 1, 1]}, ""expected_output"": 1}, {""input"": {""nums"": [5]}, ""expected_output"": 0}, {""input"": {""nums"": [1, 2, 3, 3, 3, 4, 5]}, ""expected_output"": 1}]"
578,Jump Game Lite,"Given an array of non-negative integers `nums`, where each element `nums[i]` represents the maximum jump length from index `i`, determine if it is possible to reach the last index starting from the first index (index 0). Return 1 if it is possible, and 0 otherwise.",Easy,"[{""input"": {""nums"": [2, 3, 1, 1, 4]}, ""output"": 1}, {""input"": {""nums"": [3, 2, 1, 0, 4]}, ""output"": 0}]","[""0 <= nums[i] <= 10^5"", ""1 <= nums.length <= 10^4""]","[{""input"": {""nums"": [2, 3, 1, 1, 4]}, ""expected_output"": 1}, {""input"": {""nums"": [3, 2, 1, 0, 4]}, ""expected_output"": 0}, {""input"": {""nums"": [0]}, ""expected_output"": 1}, {""input"": {""nums"": [0, 1]}, ""expected_output"": 0}, {""input"": {""nums"": [1, 0, 1]}, ""expected_output"": 1}]"
579,Task Scheduling,"Given a list of tasks, where each task has a duration, and a total time limit. Determine if it is possible to complete at least half of the tasks within the given time limit using a greedy approach. The greedy approach is to always choose the shortest task first. Return 1 if it is possible to complete at least half of the tasks, otherwise return 0.",Easy,"[{""input"": {""tasks"": [2, 3, 4, 5], ""time_limit"": 10}, ""output"": 1}, {""input"": {""tasks"": [5, 5, 5, 5], ""time_limit"": 8}, ""output"": 0}]","[""1 \u2264 time_limit \u2264 10^5"", ""1 \u2264 tasks[i] \u2264 10^3"", ""1 \u2264 tasks.length \u2264 10^4""]","[{""input"": {""tasks"": [2, 3, 4, 5], ""time_limit"": 10}, ""expected_output"": 1}, {""input"": {""tasks"": [5, 5, 5, 5], ""time_limit"": 8}, ""expected_output"": 0}, {""input"": {""tasks"": [1, 1, 1, 1, 1], ""time_limit"": 3}, ""expected_output"": 1}, {""input"": {""tasks"": [10, 20, 30], ""time_limit"": 25}, ""expected_output"": 0}, {""input"": {""tasks"": [1, 5, 2, 6, 3], ""time_limit"": 10}, ""expected_output"": 1}]"
580,Graph Connectivity Check,"Given an undirected graph represented by an adjacency list and two nodes (node1 and node2), determine if there is a path between the two nodes. Return 1 if a path exists, otherwise return 0.",Medium,"[{""input"": {""graph"": {""0"": [1, 2], ""1"": [0, 2], ""2"": [0, 1, 3], ""3"": [2]}, ""node1"": 0, ""node2"": 3}, ""output"": 1}, {""input"": {""graph"": {""0"": [1], ""1"": [0], ""2"": [3], ""3"": [2]}, ""node1"": 0, ""node2"": 3}, ""output"": 0}]","[""1 <= Number of nodes in the graph <= 100"", ""Node indices are non-negative integers."", ""The graph is represented by an adjacency list where keys are node indices (integers) and values are lists of their neighbors."", ""The graph is undirected.""]","[{""input"": {""graph"": {""0"": [1, 2], ""1"": [0, 2], ""2"": [0, 1, 3], ""3"": [2]}, ""node1"": 0, ""node2"": 3}, ""expected_output"": 1}, {""input"": {""graph"": {""0"": [1], ""1"": [0], ""2"": [3], ""3"": [2]}, ""node1"": 0, ""node2"": 3}, ""expected_output"": 0}, {""input"": {""graph"": {""0"": [1, 2, 3], ""1"": [0], ""2"": [0], ""3"": [0]}, ""node1"": 1, ""node2"": 2}, ""expected_output"": 1}, {""input"": {""graph"": {""0"": [], ""1"": [], ""2"": []}, ""node1"": 0, ""node2"": 2}, ""expected_output"": 0}, {""input"": {""graph"": {""0"": [1], ""1"": [0, 2], ""2"": [1, 3], ""3"": [2]}, ""node1"": 0, ""node2"": 3}, ""expected_output"": 1}]"
581,Substring Check,"Given two strings, `text` and `substring`, determine if `substring` is present within `text`. Return 1 if `substring` is found in `text`, and 0 otherwise.",Easy,"[{""input"": {""text"": ""hello world"", ""substring"": ""world""}, ""output"": 1}, {""input"": {""text"": ""programming"", ""substring"": ""gram""}, ""output"": 1}]","[""`text` and `substring` consist of lowercase English letters."", ""1 \u2264 length of `substring` \u2264 length of `text`"", ""1 \u2264 length of `text` \u2264 10^5""]","[{""input"": {""text"": ""example"", ""substring"": ""amp""}, ""expected_output"": 1}, {""input"": {""text"": ""testing"", ""substring"": ""test""}, ""expected_output"": 1}, {""input"": {""text"": ""algorithm"", ""substring"": ""rithm""}, ""expected_output"": 1}, {""input"": {""text"": ""coding"", ""substring"": ""code""}, ""expected_output"": 0}, {""input"": {""text"": ""banana"", ""substring"": ""nanan""}, ""expected_output"": 0}]"
582,Repeated Substring Check,"Given a string, return 1 if the string contains any substring of length 2 or more that is repeated consecutively, otherwise return 0.",Medium,"[{""input"": {""text"": ""abab""}, ""output"": 1}, {""input"": {""text"": ""abc""}, ""output"": 0}]","[""text consists of lowercase English letters"", ""1 \u2264 text.length \u2264 100""]","[{""input"": {""text"": ""abab""}, ""expected_output"": 1}, {""input"": {""text"": ""abcabc""}, ""expected_output"": 1}, {""input"": {""text"": ""abc""}, ""expected_output"": 0}, {""input"": {""text"": ""aaaa""}, ""expected_output"": 1}, {""input"": {""text"": ""abca""}, ""expected_output"": 0}]"
583,Maximum Non-overlapping Intervals,"Given a list of intervals, where each interval is represented by its start and end time, find the maximum number of non-overlapping intervals that can be selected. You cannot modify the original intervals.",Hard,"[{""input"": {""intervals"": [[1, 3], [2, 4], [3, 5], [6, 7]]}, ""output"": 2}, {""input"": {""intervals"": [[1, 10], [2, 3], [4, 5], [6, 7]]}, ""output"": 3}]","[""0 \u2264 start_i < end_i \u2264 10^9"", ""intervals[i].length == 2"", ""1 \u2264 intervals.length \u2264 10^5""]","[{""input"": {""intervals"": [[1, 3], [2, 4], [3, 5], [6, 7]]}, ""expected_output"": 2}, {""input"": {""intervals"": [[1, 10], [2, 3], [4, 5], [6, 7]]}, ""expected_output"": 3}, {""input"": {""intervals"": [[1, 2], [1, 2], [1, 2]]}, ""expected_output"": 1}, {""input"": {""intervals"": [[1, 5], [6, 8], [1, 2], [3, 4]]}, ""expected_output"": 3}, {""input"": {""intervals"": [[0, 1], [0, 2], [0, 3], [0, 4], [0, 5]]}, ""expected_output"": 1}]"
584,Word Break Check,"Given a non-empty string `s` and a dictionary `wordDict` containing a list of non-empty words, determine if `s` can be segmented into a space-separated sequence of one or more dictionary words. You may assume the dictionary does not contain duplicate words. Return 1 if it is possible, and 0 otherwise.",Medium,"[{""input"": {""s"": ""leetcode"", ""wordDict"": [""leet"", ""code""]}, ""output"": 1}, {""input"": {""s"": ""catsandog"", ""wordDict"": [""cats"", ""dog"", ""sand"", ""and"", ""cat""]}, ""output"": 0}]","[""wordDict does not contain duplicate words."", ""s and wordDict[i] consist of lowercase English letters."", ""1 <= wordDict[i].length <= 20"", ""1 <= wordDict.length <= 1000"", ""1 <= s.length <= 300""]","[{""input"": {""s"": ""leetcode"", ""wordDict"": [""leet"", ""code""]}, ""expected_output"": 1}, {""input"": {""s"": ""catsandog"", ""wordDict"": [""cats"", ""dog"", ""sand"", ""and"", ""cat""]}, ""expected_output"": 0}, {""input"": {""s"": ""applepenapple"", ""wordDict"": [""apple"", ""pen""]}, ""expected_output"": 1}, {""input"": {""s"": ""catsandcats"", ""wordDict"": [""cats"", ""dog"", ""sand"", ""and"", ""cat""]}, ""expected_output"": 1}, {""input"": {""s"": ""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaab"", ""wordDict"": [""a"", ""aa"", ""aaa"", ""aaaa"", ""aaaaa"", ""aaaaaa"", ""aaaaaaa"", ""aaaaaaaa"", ""aaaaaaaaa"", ""aaaaaaaaaa""]}, ""expected_output"": 0}]"
585,Unique Elements,"Given an array of integers nums, return 1 if all elements in the array are unique, otherwise return 0.",Easy,"[{""input"": {""nums"": [1, 2, 3, 1]}, ""output"": 0}, {""input"": {""nums"": [1, 2, 3, 4]}, ""output"": 1}]","[""-10^9 \u2264 nums[i] \u2264 10^9"", ""1 \u2264 nums.length \u2264 10^5""]","[{""input"": {""nums"": [1, 2, 3, 4, 5]}, ""expected_output"": 1}, {""input"": {""nums"": [1, 1, 2, 3, 4]}, ""expected_output"": 0}, {""input"": {""nums"": [1, 2, 1, 2]}, ""expected_output"": 0}, {""input"": {""nums"": [5]}, ""expected_output"": 1}, {""input"": {""nums"": [-1, -2, -3, -1]}, ""expected_output"": 0}]"
586,Carmichael Number Test,"Given a positive integer n, determine if it is a Carmichael number. A Carmichael number is a composite number n which satisfies the modular arithmetic congruence relation b^(n-1) ≡ 1 (mod n) for all integers b which are relatively prime to n. Return 1 if n is a Carmichael number, and 0 otherwise.",Hard,"[{""input"": {""n"": 561}, ""output"": 1}, {""input"": {""n"": 6}, ""output"": 0}]","[""2 \u2264 n \u2264 10^9""]","[{""input"": {""n"": 561}, ""expected_output"": 1}, {""input"": {""n"": 1105}, ""expected_output"": 1}, {""input"": {""n"": 1729}, ""expected_output"": 1}, {""input"": {""n"": 4}, ""expected_output"": 0}, {""input"": {""n"": 7}, ""expected_output"": 0}, {""input"": {""n"": 6}, ""expected_output"": 0}, {""input"": {""n"": 12}, ""expected_output"": 0}]"
587,Course Schedule with Time Limit,"You are given a set of courses to take, represented by integers from 0 to n-1. Some courses have prerequisites, meaning you must take certain courses before you can take others. These prerequisites are given as a list of pairs, where [course1, course2] indicates that course1 must be taken before course2. Each course has a specific time duration associated with it. You are also given a total time limit. Determine if it is possible to complete all courses within the given time limit, respecting the prerequisites. If it's possible, return 1, otherwise return 0. Note that you can only take one course at a time, and you must complete a course before starting another.",Hard,"[{""input"": {""time_limit"": 15, ""course_times"": [3, 2, 4, 5], ""prerequisites"": [[0, 1], [0, 2], [1, 3], [2, 3]]}, ""output"": 1}, {""input"": {""time_limit"": 10, ""course_times"": [2, 3], ""prerequisites"": [[0, 1], [1, 0]]}, ""output"": 0}]","[""prerequisites is a list of lists, where each inner list contains two integers representing course prerequisites."", ""1 \u2264 time_limit \u2264 10000"", ""1 \u2264 course_times[i] \u2264 100"", ""1 \u2264 number of courses \u2264 100""]","[{""input"": {""time_limit"": 10, ""course_times"": [5, 5], ""prerequisites"": [[0, 1]]}, ""expected_output"": 1}, {""input"": {""time_limit"": 10, ""course_times"": [5, 6], ""prerequisites"": [[0, 1]]}, ""expected_output"": 0}, {""input"": {""time_limit"": 5, ""course_times"": [1, 1, 1], ""prerequisites"": [[0, 1], [1, 2], [2, 0]]}, ""expected_output"": 0}, {""input"": {""time_limit"": 4, ""course_times"": [1, 1, 1, 1], ""prerequisites"": [[0, 1], [0, 2], [1, 3], [2, 3]]}, ""expected_output"": 1}, {""input"": {""time_limit"": 7, ""course_times"": [2, 2, 2, 2], ""prerequisites"": [[0, 1], [0, 2], [1, 3], [2, 3]]}, ""expected_output"": 0}]"
588,Subarray Sum Divisible by K,"Given an array of integers nums and an integer k, determine if there exists a non-empty subarray whose sum is divisible by k. Return 1 if such a subarray exists, and 0 otherwise.",Hard,"[{""input"": {""k"": 6, ""nums"": [23, 2, 4, 6, 7]}, ""output"": 1}, {""input"": {""k"": 7, ""nums"": [23, 2, 6, 4, 7]}, ""output"": 0}]","[""1 \u2264 k \u2264 10^5"", ""-10^9 \u2264 nums[i] \u2264 10^9"", ""1 \u2264 nums.length \u2264 10^5""]","[{""input"": {""k"": 6, ""nums"": [23, 2, 4, 6, 7]}, ""expected_output"": 1}, {""input"": {""k"": 7, ""nums"": [23, 2, 6, 4, 7]}, ""expected_output"": 0}, {""input"": {""k"": 5, ""nums"": [5, 0, 0, 0]}, ""expected_output"": 1}, {""input"": {""k"": 5, ""nums"": [-1, 2, 3, -4]}, ""expected_output"": 0}, {""input"": {""k"": 5, ""nums"": [-1, 2, 3, -4, 5]}, ""expected_output"": 1}]"
589,Path in Graph (DFS),"Given an undirected graph represented as an adjacency list, determine if there is a path between a given start node and a target node using Depth First Search. Return 1 if a path exists, and 0 otherwise.",Easy,"[{""input"": {""graph"": {""0"": [1, 2], ""1"": [0, 2], ""2"": [0, 1, 3], ""3"": [2]}, ""start_node"": 0, ""target_node"": 3}, ""output"": 1}, {""input"": {""graph"": {""0"": [1], ""1"": [0], ""2"": [3], ""3"": [2]}, ""start_node"": 0, ""target_node"": 3}, ""output"": 0}]","[""The number of nodes in the graph will be at most 100."", ""Nodes in the graph are represented by integers starting from 0."", ""The graph is undirected.""]","[{""input"": {""graph"": {""0"": [1, 2], ""1"": [0, 2], ""2"": [0, 1, 3], ""3"": [2]}, ""start_node"": 0, ""target_node"": 3}, ""expected_output"": 1}, {""input"": {""graph"": {""0"": [1], ""1"": [0], ""2"": [3], ""3"": [2]}, ""start_node"": 0, ""target_node"": 2}, ""expected_output"": 0}, {""input"": {""graph"": {""0"": [1, 2, 3], ""1"": [0, 4], ""2"": [0, 5], ""3"": [0, 6], ""4"": [1], ""5"": [2], ""6"": [3]}, ""start_node"": 4, ""target_node"": 6}, ""expected_output"": 1}, {""input"": {""graph"": {""0"": []}, ""start_node"": 0, ""target_node"": 0}, ""expected_output"": 1}, {""input"": {""graph"": {""0"": [1], ""1"": [0]}, ""start_node"": 0, ""target_node"": 5}, ""expected_output"": 0}]"
591,Selective Linked List Merge,"Given two sorted singly linked lists, list1 and list2, and an integer k. Merge list1 and list2 in an alternating fashion. Start by picking a node from list1, then from list2, and so on. However, if a node's value in list1 is divisible by k, skip this node and the next node in list1. Similarly, if a node's value in list2 is divisible by k, skip this node and the next node in list2. Return 1 if the resulting merged list is non-empty, and 0 otherwise.",Hard,"[{""input"": {""k"": 2, ""list1"": [1, 3, 5, 7], ""list2"": [2, 4, 6, 8]}, ""output"": 1}, {""input"": {""k"": 2, ""list1"": [2, 4, 6], ""list2"": [1, 3, 5]}, ""output"": 1}, {""input"": {""k"": 2, ""list1"": [2, 4], ""list2"": [2, 4]}, ""output"": 0}]","[""The length of list1 and list2 are between 0 and 100."", ""The values in list1 and list2 are between 1 and 10^9."", ""k is a positive integer."", ""list1 and list2 are sorted lists of positive integers.""]","[{""input"": {""k"": 2, ""list1"": [1, 3, 5], ""list2"": [2, 4, 6]}, ""expected_output"": 1}, {""input"": {""k"": 2, ""list1"": [2, 4, 6], ""list2"": [1, 3, 5]}, ""expected_output"": 1}, {""input"": {""k"": 2, ""list1"": [2, 4], ""list2"": [2, 4]}, ""expected_output"": 0}, {""input"": {""k"": 3, ""list1"": [1, 2, 3, 4, 5], ""list2"": [6, 7, 8, 9, 10]}, ""expected_output"": 1}, {""input"": {""k"": 3, ""list1"": [3, 6], ""list2"": [9, 12]}, ""expected_output"": 0}, {""input"": {""k"": 2, ""list1"": [1], ""list2"": []}, ""expected_output"": 1}, {""input"": {""k"": 2, ""list1"": [], ""list2"": [1]}, ""expected_output"": 1}, {""input"": {""k"": 2, ""list1"": [], ""list2"": []}, ""expected_output"": 0}, {""input"": {""k"": 2, ""list1"": [2, 3, 4, 5], ""list2"": [6, 7, 8, 9]}, ""expected_output"": 1}]"
592,Equation Consistency,"You are given a list of equations of the form 'A == B' or 'A != B', where A and B are single-letter variables. Determine if the set of equations is consistent. Return 1 if consistent, and 0 if inconsistent.",Hard,"[{""input"": {""equations"": [""a==b"", ""b==c"", ""a!=c""]}, ""output"": 0}, {""input"": {""equations"": [""a==b"", ""b==c"", ""a==c""]}, ""output"": 1}]","[""Variables are lowercase English letters 'a' to 'z'"", ""1 \u2264 equations.length \u2264 100""]","[{""input"": {""equations"": [""a==b"", ""b==c"", ""a!=c""]}, ""expected_output"": 0}, {""input"": {""equations"": [""a==b"", ""b==c"", ""a==c""]}, ""expected_output"": 1}, {""input"": {""equations"": [""a!=b"", ""b!=c"", ""a!=c""]}, ""expected_output"": 1}, {""input"": {""equations"": [""a==b"", ""c==d"", ""a!=c"", ""b!=d""]}, ""expected_output"": 0}, {""input"": {""equations"": [""a==b"", ""c==d"", ""a!=c"", ""b!=e""]}, ""expected_output"": 1}, {""input"": {""equations"": [""a==a""]}, ""expected_output"": 1}, {""input"": {""equations"": [""a!=a""]}, ""expected_output"": 0}, {""input"": {""equations"": [""a==b"", ""b!=a""]}, ""expected_output"": 0}, {""input"": {""equations"": [""a!=b"", ""a==b""]}, ""expected_output"": 0}, {""input"": {""equations"": [""a==b"", ""b==c"", ""c==d"", ""d==e"", ""a!=e""]}, ""expected_output"": 0}]"
